owner_code	date	held_shares	change
confluence-wealth-management-llc-934987	2017-12-31	16865	-302
searle--co-128745	2017-12-31	16824	-111
fic-capital-inc-847483	2017-09-30	16777	-231
modera-wealth-management-llc-874546	2017-12-31	16775	967
aristotle-atlantic-partners-llc-1045623	2017-12-31	16733	16733
squar-milner-financial-services-llc-1044950	2017-12-31	16729	16729
guardian-life-insurance-co-of-america-22075	2017-12-31	16727	4980
cornerstone-capital-inc-76337	2017-12-31	16720	-171
bdo-wealth-advisors-llc-1030016	2017-12-31	16714	-503
strategic-financial-group-llc-985666	2017-12-31	16644	-1964
intact-investment-management-inc-785713	2017-12-31	16600	0
baker-ellis-asset-management-llc-733425	2017-12-31	16586	-341
ims-capital-management-690819	2017-12-31	16580	2475
clear-perspective-advisors-llc-1023169	2017-12-31	16559	-258
acropolis-investment-management-llc-700684	2018-03-31	16555	-588
patriot-financial-group-insurance-agency-llc-1016958	2017-12-31	16449	4201
benchmark-capital-advisors-699325	2017-12-31	16447	2486
northwest-bancshares-inc-811501	2017-12-31	16361	16361
blackhawk-capital-partners-llc-1045234	2017-12-31	16342	16342
hutchens-investment-management-inc-62651	2017-09-30	16304	-1230
camarda-financial-advisors-llc-899378	2017-12-31	16248	-2232
newport-wealth-strategies-inc-1045849	2017-12-31	16166	16166
foster-dykema-cabot--co-incma-62946	2017-12-31	16107	515
granite-springs-asset-management-llc-1045702	2017-12-31	16088	16088
wellington-shields--co-llc-861769	2017-12-31	15983	129
first-washington-corp-770614	2017-12-31	15957	0
first-capital-advisors-group-llc-1015275	2018-03-31	15950	-852
private-advisory-group-llc-957840	2017-12-31	15948	-512
hilton-capital-management-llc-874385	2017-12-31	15925	-3001
peninsula-asset-management-inc-74135	2017-12-31	15918	-233
rational-advisors-llc-159250	2017-12-31	15913	11263
united-bank-1015253	2017-12-31	15912	-662
hwg-holdings-lp-927378	2017-12-31	15906	-10584
precept-management-llc-84391	2017-12-31	15900	0
odey-asset-management-group-ltd-847799	2017-12-31	15844	-12156
outfitter-advisors-ltd-741079	2017-12-31	15838	480
cribstone-capital-management-llc-988069	2017-12-31	15756	-3055
pettee-investors-inc-926831	2017-12-31	15640	200
foothills-asset-management-ltd-732907	2018-03-31	15601	-613
peloton-wealth-strategists-64979	2017-12-31	15600	-1050
northwest-wealth-management-llc-1015088	2017-12-31	15529	10804
tillar-wenstrup-advisors-llc-926736	2017-12-31	15525	-1105
portland-global-advisors-llc-846210	2017-12-31	15522	472
financial-advisory-group-873253	2017-12-31	15516	-13691
jump-trading-llc-855424	2017-12-31	15511	-10781
patton-albertson-miller-group-llc-847807	2017-12-31	15504	-1073
camg-solamere-management-llc-1015708	2017-12-31	15501	-46
cls-investments-llc-706444	2017-12-31	15474	67
delaney-dennis-r-986936	2017-12-31	15441	5117
kazazian-asset-management-llc-909936	2017-12-31	15421	351
palisades-hudson-asset-management-lp-733908	2017-12-31	15341	-199
enterprise-financial-services-corp-33626	2017-12-31	15330	2948
west-chester-capital-advisors-inc-72076	2017-12-31	15321	-1004
millie-capital-management-llc-835142	2017-12-31	15313	-306
basswood-partners-llc-605514	2017-12-31	15296	0
advisory-research-inc-14228	2017-12-31	15287	1374
summit-financial-wealth-advisors-llc-957404	2018-03-31	15275	297
halbert-hargroverussell-llc-822070	2017-12-31	15273	-467
willow-creek-wealth-management-inc-957112	2017-12-31	15268	-90
elco-management-co-llc-1011428	2017-12-31	15258	-1360
peregrine-asset-advisers-inc-871740	2017-12-31	15236	535
planning-alternatives-ltd-adv-219085	2017-12-31	15183	-245
agur-provident--training-funds-management-ltd-994121	2017-12-31	15104	0
diversified-trust-co-821138	2017-12-31	15037	-1743
headinvest-llc-717893	2018-03-31	15013	-865
high-falls-advisors-inc-987250	2017-12-31	14934	1155
milestone-group-inc-664105	2017-12-31	14919	-259
hawkins-capital-lp-634877	2017-12-31	14911	-81210
first-united-bank-trust-391883	2017-12-31	14852	-126
intl-fcstone-inc-4916	2017-12-31	14850	393
crewe-advisors-llc-1045106	2017-12-31	14842	14842
rainier-group-investment-advisory-llc-773017	2017-12-31	14834	-30
new-potomac-partneres-llc-1045789	2017-12-31	14773	14773
cue-financial-group-inc-956975	2017-12-31	14694	-275
oakmont-partners-llc-955832	2018-03-31	14663	692
capital-investment-advisory-services-llc-1014694	2017-12-31	14636	-46
eads--heald-investment-counsel-62299	2017-12-31	14599	-468
asset-dedication-llc-814905	2017-12-31	14583	1731
godshalk-welsh-capital-management-inc-956862	2017-12-31	14575	-825
allen-capital-group-llc-1045278	2017-12-31	14522	14522
next-century-growth-investors-llc-83818	2017-12-31	14505	-7486
redw-stanley-financial-advisors-llc-1013487	2017-12-31	14495	-119
carl-domino-inc-654901	2017-09-30	14467	-547
breton-hill-capital-ltd-899767	2017-09-30	14437	-3704
rosenbaum-jay-d-950073	2017-12-31	14429	-126
horizon-kinetics-llc-857317	2017-12-31	14402	1285
fernwood-investment-management-llc-926581	2017-12-31	14393	1620
west-oak-capital-llc-733756	2018-03-31	14360	-500
df-dent--co-inc-61683	2017-12-31	14336	5233
cliftonlarsonallen-wealth-advisors-llc-103575	2017-12-31	14315	12
tributary-capital-management-llc-792120	2017-12-31	14310	-900
security-asset-management-69236	2017-12-31	14262	-419
empirical-finance-llc-908077	2017-12-31	14243	-1078
capital-asset-advisory-services-llc-986709	2017-12-31	14239	-280
hall-capital-management-co-inc-970417	2017-12-31	14239	-410
garner-asset-management-corp-1030577	2017-12-31	14196	-16
alpine-group-usvi-llc-1015718	2017-06-30	14177	14177
fragasso-group-inc-942401	2017-12-31	14112	227
manning--napier-advisors-llc-26891	2017-09-30	13999	-328824
cornerstone-advisors-inc-865854	2017-12-31	13973	-410
quantbot-technologies-lp-848052	2017-12-31	13968	-39744
kynikos-associates-lp-850379	2017-12-31	13927	-8106
svenska-handelsbanken-ab-publ-987010	2017-12-31	13900	0
quantum-capital-management-635067	2017-12-31	13881	-188
peak-financial-management-inc-991484	2017-12-31	13868	14
inspirion-wealth-advisors-llc-957633	2017-12-31	13858	698
banced-corp-615749	2018-03-31	13852	-227
butensky--cohen-financial-security-inc-956924	2018-03-31	13836	-207
manning--napier-group-llc-1044476	2017-12-31	13794	13794
parisi-gray-wealth-management-1045382	2017-12-31	13751	13751
cable-hill-partners-llc-997860	2017-12-31	13737	332
bonness-enterprises-inc-71833	2018-03-31	13735	-1000
cape-ann-savings-bank-88920	2017-12-31	13731	-288
circle-wealth-management-llc-1023099	2017-12-31	13705	-1660
first-pacific-advisors-llc-723332	2017-12-31	13700	1500
b-riley-financial-inc-805833	2017-12-31	13642	-2309
independence-advisors-llc-999790	2018-03-31	13642	-259
marino-stram--associates-llc-201478	2017-12-31	13539	13539
abner-herrman--brock-llc-62499	2018-03-31	13500	1740
global-trust-asset-management-llc-1044384	2017-12-31	13482	13482
llbh-private-wealth-management-llc-986323	2017-12-31	13436	-31613
wsfs-capital-management-llc-1019337	2017-12-31	13413	0
thompson-investment-management-inc-633989	2017-12-31	13318	-204
fairview-capital-investment-management-llc-62641	2017-12-31	13314	389
cascade-investment-advisors-inc-1001392	2017-12-31	13298	-110
mark-sheptoff-financial-planning-llc-934409	2017-12-31	13295	-298
integrated-investment-consultants-llc-987060	2017-09-30	13277	4431
truenorth-inc-797825	2017-12-31	13252	516
triangle-securities-wealth-management-874066	2018-03-31	13187	-323
corient-capital-partners-llc-1008369	2017-12-31	13183	-486
burleson--company-llc-1048564	2017-12-31	13175	13175
coyle-financial-counsel-llc-927958	2017-12-31	13169	-206
tower-view-investment-management--research-llc-1043401	2018-03-31	13072	-61
huber-financial-advisors-llc-1043965	2017-12-31	13061	13061
peconic-partners-llc-66737	2017-12-31	13050	0
security-national-bank-of-sioux-city-iowa-ia-67102	2017-12-31	13044	-206
first-financial-corp-in-4489	2017-12-31	13004	-832
monroe-bank--trustmi-63449	2017-12-31	12959	-654
wagner-wealth-management-llc-1046457	2017-12-31	12954	12954
day--ennis-llc-1001615	2017-12-31	12920	1590
spc-financial-inc-846273	2017-12-31	12907	9
john-g-ullman--associates-inc-59640	2017-12-31	12854	-5267
pathstone-family-office-llc-847550	2017-12-31	12822	-5912
tarbox-family-office-inc-927525	2017-12-31	12806	-129
apcm-wealth-management-for-individuals-1046032	2017-12-31	12700	12700
platinum-investment-management-ltd-591890	2017-12-31	12700	-11000
bridgewater-associates-lp-699510	2017-12-31	12680	-7485
miles-capital-inc-620212	2017-12-31	12670	-146
investec-asset-management-north-america-inc-957664	2017-12-31	12605	-155
baltimore-capital-management-inc-698711	2017-12-31	12590	0
new-england-research--management-inc-923896	2017-12-31	12463	1189
american-asset-management-inc-901534	2017-12-31	12420	182
ken-stern--associates-inc-975958	2017-12-31	12273	-247
bigsur-wealth-management-llc-1015151	2017-12-31	12265	-150
pinnacle-family-advisors-llc-1031669	2017-12-31	12241	-1548
front-street-capital-management-inc-1002356	2017-12-31	12207	225
elm-advisors-llc-769550	2018-03-31	12192	-440
bsw-wealth-partners-848048	2017-12-31	12145	37
omnia-family-wealth-llc-1019690	2017-12-31	12143	454
affiance-financial-llc-1039484	2017-12-31	12126	-173
fairbanks-capital-management-inc-1001375	2017-12-31	12083	-1576
dreman-value-management-l-l-c-58001	2017-12-31	12070	332
wunderlich-capital-managemnt-926862	2017-12-31	12051	-6
highlander-capital-management-llc-855532	2017-12-31	12048	-150
hampstead-capital-llp-1015589	2017-12-31	12000	-12000
mcf-advisors-llc-934655	2017-12-31	11981	-1388
cooperhaims-advisors-llc-1045507	2017-12-31	11964	11964
arlington-partners-llc-735035	2017-12-31	11960	2874
barber-financial-group-inc-1015248	2017-12-31	11924	-661
jacobus-wealth-management-inc-839980	2017-09-30	11866	220
ahrens-investment-partners-llc-1030568	2017-12-31	11856	-150
jafra-capital-management-lp-1015518	2017-12-31	11832	-40627
ssi-investment-management-inc-63013	2017-12-31	11817	-1018
dodge--cox-27169	2017-12-31	11800	-500
radnor-capital-management-llc-1014640	2017-12-31	11794	0
sustainable-growth-advisers-lp-663627	2017-12-31	11770	11770
hudson-bay-capital-management-lp-738746	2017-12-31	11750	11750
windsor-group-ltd-1047086	2017-12-31	11741	11741
kelman-lazarov-inc-992534	2017-12-31	11735	-32
pratt-collard-advisory-partners-llc-1043342	2017-12-31	11714	11714
cutter--co-brokerage-inc-769854	2017-12-31	11685	-1917
larson-financial-group-llc-1045492	2017-12-31	11685	11685
summit-financial-group-inc-11143	2018-03-31	11677	2400
aviance-capital-management-llc-757153	2017-12-31	11670	-3391
profit-investment-management-llc-631109	2018-03-31	11654	-2558
trustco-bank-corp-n-y-1932	2017-12-31	11585	-110
vontobel-swiss-wealth-advisors-ag-958352	2017-12-31	11557	-1300
peoples-bank-oh-22013	2017-12-31	11536	-90
derby--company-inc-64136	2017-12-31	11482	11482
kaizen-advisory-llc-1045388	2017-12-31	11469	11469
mcilrath--eck-llc-1048557	2017-12-31	11412	11412
obermeyer-wood-investment-counsel-lllp-698577	2017-12-31	11412	1198
security-national-bank-of-so-dak-73143	2017-12-31	11394	-124
proffitt--goodson-inc-677837	2017-12-31	11363	-1338
highland-private-wealth-management-986993	2017-12-31	11270	-95
aspiriant-llc-778235	2017-12-31	11256	-116170
polen-capital-management-llc-61688	2017-12-31	11214	775
mork-capital-management-llc-956793	2017-12-31	11200	0
rdl-financial-inc-926538	2017-12-31	11183	4567
fruth-investment-management-769657	2017-12-31	11132	0
somerset-group-llc-900042	2017-12-31	11075	0
price-capital-management-inc-957498	2017-12-31	10977	10977
keystone-financial-planning-inc-926336	2017-12-31	10929	0
pinnacle-wealth-management-advisory-group-llc-955945	2017-12-31	10917	164
tortoise-investment-management-llc-927142	2017-12-31	10845	-223
windsor-capital-management-llc-877726	2017-12-31	10821	866
northwest-capital-management-inc-1044679	2017-12-31	10799	10799
klcm-advisors-inc-97705	2017-12-31	10756	2240
wealthtrust-arizona-llc-769958	2017-12-31	10717	245
prairieview-partners-llc-1044666	2017-12-31	10713	10713
hochman-cole-investment-advisors-inc-985518	2017-12-31	10708	-507
beach-investment-management-llc-736064	2017-12-31	10690	2480
hudock-capital-group-llc-899881	2017-12-31	10662	-316
massey-quick-simon--co-llc-1013457	2017-12-31	10660	-2441
nuveen-fund-advisors-llc-660159	2017-12-31	10657	-10342
croft-leominster-inc-62331	2017-12-31	10618	-44121
yorktown-management--research-co-inc-660163	2017-12-31	10600	0
signature-financial-management-inc-874410	2017-12-31	10589	-8867
hanson--doremus-investment-management-753755	2017-12-31	10473	-169
check-capital-management-incca-62516	2017-12-31	10332	992
lcnb-corp-706	2017-12-31	10324	334
harwood-advisory-group-llc-1001246	2017-12-31	10310	597
wellesley-investment-partners-llc-990126	2017-12-31	10306	312
girard-securities-inc-113578	2017-09-30	10226	-5397
phh-investments-ltd-1016125	2017-12-31	10218	572
orrstown-financial-services-inc-2627	2017-12-31	10213	-1148
farmers--merchants-trust-co-of-chambersburg-pa-1014847	2018-03-31	10203	-1275
vaughan-david-investments-incil-62568	2017-12-31	10202	-138
colorado-capital-management-inc-985351	2017-12-31	10193	733
legacy-financial-advisors-inc-1045061	2017-12-31	10187	10187
pin-oak-investment-advisors-inc-74588	2017-12-31	10166	10166
farmers-national-bank-957346	2017-12-31	10115	1018
israel-discount-bank-of-new-york-1022900	2017-12-31	10115	-840
youngs-advisory-group-inc-985095	2017-12-31	10101	26
emerald-advisers-incpa-86569	2017-12-31	10096	-260
bluesky-wealth-advisors-llc-1020983	2017-12-31	10090	-684
dimension-capital-management-llc-112732	2017-12-31	10086	3703
rossmore-private-capital-1048351	2017-12-31	10079	10079
unison-advisors-llc-1043378	2017-12-31	10076	10076
hartford-financial-management-inc-699616	2018-03-31	10050	-275
berman-capital-advisors-llc-1045648	2017-12-31	10044	10044
jabre-capital-partners-sa-775775	2017-12-31	10000	10000
s-muoio--co-llc-85707	2017-12-31	10000	-550
round-table-services-llc-734547	2017-12-31	9993	187
a-d-beadell-investment-counsel-inc-899521	2017-12-31	9986	-5
risk-paradigm-group-llc-965489	2017-12-31	9949	407
amg-national-trust-bank-735163	2017-12-31	9945	4093
pr-herzig--co-inc-732761	2017-12-31	9870	105
one-wealth-advisors-llc-1045719	2017-12-31	9864	9864
mv-capital-management-inc-960169	2017-12-31	9716	-3268
court-place-advisors-llc-926182	2017-12-31	9715	810
first-eagle-investment-management-llc-698776	2017-12-31	9506	0
firsthand-capital-management-inc-815355	2017-12-31	9500	5000
sander-capital-advisors-inc-374136	2017-12-31	9490	9490
signature-estate--investment-advisors-llc-192040	2017-12-31	9477	253
gemmer-asset-management-llc-935566	2017-12-31	9439	782
almanack-investment-partners-llc-1016472	2017-12-31	9430	392
stony-point-wealth-management-inc-1046183	2017-12-31	9379	9379
intercontinental-wealth-advisors-llc-1030199	2017-12-31	9362	1035
osterweis-capital-management-inc-27355	2017-12-31	9297	-51
forward-management-llc-733362	2017-12-31	9290	-449
harvest-fund-management-co-ltd-1015343	2017-12-31	9283	340
paragon-capital-management-ltd-899859	2017-12-31	9268	5
mraz-amerine--associates-inc-874547	2017-12-31	9228	1
gilman-hill-asset-management-llc-884141	2017-12-31	9203	-433
cubist-systematic-strategies-llc-942304	2017-12-31	9180	-17122
moon-capital-management-llc-769414	2017-12-31	9134	702
carlson-capital-management-914471	2017-12-31	9133	1993
northrock-partners-llc-958089	2017-12-31	9128	635
twin-focus-capital-partners-llc-900033	2017-12-31	9112	1
cypress-wealth-advisors-llc-973311	2017-12-31	9106	-1158
lehman-financial-resources-inc-922567	2017-12-31	9039	1
summit-asset-management-llc-847004	2017-12-31	9036	1306
harfst--associates-inc-972443	2017-12-31	8997	93
mascoma-wealth-management-llc-1014028	2017-12-31	8969	-3054
two-sigma-securities-llc-823788	2017-12-31	8948	8948
kalos-management-inc-987259	2017-12-31	8918	2755
castle-rock-wealth-management-llc-1044948	2017-12-31	8915	8915
american-economic-planning-group-inc-adv-178580	2017-12-31	8895	697
first-city-capital-management-inc-771753	2017-12-31	8862	-218
private-capital-management-inc-84522	2017-09-30	8850	0
elkhorn-partners-limited-partnership-79970	2017-12-31	8840	0
lincoln-capital-corp-175138	2017-12-31	8763	111
phocas-financial-corp-734582	2017-12-31	8758	0
deltec-asset-management-llc-605241	2017-12-31	8750	0
stevens-first-principles-investment-advisors-734981	2017-12-31	8714	40
first-western-capital-management-co-930322	2017-12-31	8706	0
capital-management-associates-ny-62051	2017-12-31	8694	-10
total-investment-management-inc-197454	2017-12-31	8687	-151
delta-asset-management-llctn-64693	2017-12-31	8642	-225
pinkerton-retirement-specialists-llc-994633	2017-12-31	8627	3
stadion-money-management-llc-669032	2017-12-31	8617	1
mountain-capital-investment-advisors-inc-1030769	2017-12-31	8613	-237
navellier--associates-inc-63066	2017-12-31	8612	-3544
gs-capital-llc-1045820	2017-12-31	8611	8611
cnb-bank-1046252	2017-12-31	8602	8602
vestpro-financial-partners-inc-dba-cpf-texas-1045102	2017-12-31	8581	8581
family-firm-inc-957070	2017-12-31	8567	-204
first-business-financial-services-inc-861059	2017-12-31	8556	1203
tuttle-tactical-management-llc-934598	2017-12-31	8513	8513
1st-global-advisors-inc-733171	2017-06-30	8429	-103
gator-capital-management-llc-900368	2017-12-31	8420	8420
glynn-capital-management-llc-75592	2017-12-31	8400	0
clarkston-capital-partners-llc-897792	2017-12-31	8362	-831
bergankdv-wealth-management-llc-994529	2017-12-31	8348	-746
bhk-investment-advisors-llc-1044999	2017-12-31	8329	8329
retirement-capital-strategies-993167	2017-12-31	8316	8316
greytown-advisors-inc-1015335	2017-12-31	8291	317
atlantic-trust-llc-1025806	2017-12-31	8283	-1360
merit-financial-group-llc-1045516	2017-12-31	8283	8283
mana-advisors-llc-1045572	2017-12-31	8263	8263
gardiner-nancy-b-986955	2017-12-31	8236	-5159
kcs-wealth-advisory-1042494	2017-12-31	8191	8191
jnba-financial-advisors-899403	2017-12-31	8169	-139
retirement-planning-group-847748	2017-12-31	8122	46
national-investment-services-inc-wi-63184	2018-03-31	8115	-267
ttp-investments-inc-1045134	2017-12-31	8062	8062
mcgowan-group-asset-management-inc-957519	2017-12-31	8027	-237
edmonds-duncan-registered-investment-advisors-llc-988274	2017-12-31	8025	1
first-command-bank-1013954	2017-12-31	8019	-205
first-command-financial-services-inc-1013955	2017-12-31	8019	-205
st-louis-trust-co-986796	2017-12-31	8012	0
hikari-tsushin-inc-768119	2017-12-31	7975	0
magnetar-financial-llc-699533	2017-12-31	7975	-5668
harborview-advisors-llc-1045228	2017-12-31	7974	7974
burt-wealth-advisors-955549	2017-12-31	7957	508
handelsinvest-investeringsforvaltning-986672	2017-12-31	7947	0
winthrop-partners---wny-llc-1048285	2017-12-31	7940	7940
narus-financial-partners-llc-1015827	2017-09-30	7934	4
brouwer--janachowski-llc-927754	2017-12-31	7931	-230
jordan-park-group-llc-1045343	2017-12-31	7845	7845
ackerman-capital-advisors-llc-1030621	2018-03-31	7833	3809
wescap-management-group-inc-987429	2017-12-31	7799	1511
integre-asset-management-llc-698502	2017-12-31	7797	0
icon-wealth-partners-llc-1045396	2017-12-31	7784	7784
fusion-family-wealth-llc-1015055	2017-12-31	7783	7505
flaharty-asset-management-llc-1015871	2017-12-31	7761	2143
pacific-center-for-financial-services-1015983	2017-12-31	7761	-429
auxier-asset-management-74492	2017-12-31	7755	0
conservest-capital-advisors-inc-1022582	2018-03-31	7753	-35955
lathrop-investment-management-corp-699430	2017-12-31	7734	0
acorn-wealth-advisors-llc-1045651	2017-12-31	7720	7720
driehaus-capital-management-llc-44222	2017-12-31	7701	-433
verity-asset-management-inc-927314	2017-12-31	7686	-304
cetera-investment-management-llc-987219	2017-06-30	7661	-2587
regis-management-co-llc-698883	2017-12-31	7612	0
accurate-investment-solutions-inc-983795	2018-03-31	7602	-587
murphy-middleton-hinkle--parker-inc-1045137	2017-12-31	7562	7562
landmark-financial-advisors-llc-965604	2017-12-31	7544	-57
cowen-inc-808254	2017-12-31	7490	-850
fv-capital-management-llc-899729	2017-12-31	7472	0
syntal-capital-partners-llc-934886	2017-12-31	7472	92
kopp-investment-advisors-llc-25700	2017-12-31	7461	601
financial-advisors-network-inc-1015431	2017-12-31	7459	-231
financial-partners-group-inc-1045828	2017-12-31	7452	7452
ellenbecker-investment-group-1045739	2018-03-31	7427	-141
tlwm-1047128	2017-12-31	7426	7426
fortis-advisors-llc-1015722	2017-12-31	7424	978
marathon-capital-management-393929	2017-12-31	7393	727
huntington-steele-llc-899225	2017-12-31	7362	0
landaas--co-wi-adv-192141	2017-12-31	7321	-1921
pointe-capital-management-llc-972233	2017-12-31	7299	-114
starfire-investment-advisers-inc-977969	2017-12-31	7299	3715
successful-portfolios-llc-1045042	2017-12-31	7297	7297
s-r-schill--associates-955608	2017-12-31	7271	151
pineno-levin--ford-asset-management-inc-736462	2017-12-31	7261	1857
matisse-capital-989542	2017-12-31	7219	50
garrison-financial-corp-873848	2017-12-31	7195	-7
first-hawaiian-bank-62394	2017-12-31	7168	1401
verition-fund-management-llc-797572	2017-12-31	7163	-2639
donald-l-hagan-llc-961582	2017-12-31	7149	1400
affinity-wealth-management-61666	2017-09-30	7135	16
prentiss-smith--co-inc-84427	2017-12-31	7115	-160
ironsides-asset-advisors-llc-941259	2017-12-31	7079	-1450
vivaldi-capital-management-llc-1022942	2017-12-31	7054	7054
gfi-investment-counsel-ltd-1015231	2017-12-31	7052	0
obrien-wealth-partners-llc-1008219	2018-03-31	7007	40
paulson-wealth-management-inc-1047066	2017-12-31	6935	6935
cwh-capital-management-inc-926667	2017-12-31	6920	3
itau-unibanco-holding-sa-98983	2017-12-31	6918	1454
towercrest-capital-management-957723	2017-12-31	6912	41
addison-capital-co-923903	2018-03-31	6868	-301
bar-harbor-trust-services-76134	2017-12-31	6853	0
asset-planning-services-ltd-1012640	2017-12-31	6836	18
barry-investment-advisors-llc-956970	2017-12-31	6836	144
granite-point-capital-management-lp-927345	2017-12-31	6800	0
lenox-wealth-advisors-inc-899655	2017-12-31	6795	2193
connecticut-wealth-management-llc-1008217	2017-12-31	6723	103
well-done-llc-1007011	2017-12-31	6714	-9307
gateway-advisory-llc-847577	2017-12-31	6704	3844
long-road-investment-counsel-llc-957801	2017-12-31	6694	-30
tufton-capital-management-62578	2017-12-31	6679	417
aveo-capital-partners-llc-1012880	2017-12-31	6655	-365
morgens-waterfall-vintiadis--co-inc-30165	2017-12-31	6638	6638
weik-capital-management-622499	2017-12-31	6636	-50
legacy-advisors-llc-1036450	2017-12-31	6633	-70
mountain-pacific-investment-advisers-incid-68596	2017-12-31	6579	217
birmingham-capital-management-co-incal-283251	2017-12-31	6564	-75
foundry-partners-llc-925715	2017-12-31	6542	-350
mitsubishi-ufj-securities-holdings-co-ltd-719528	2017-12-31	6530	620
gilbert--cook-inc-1023976	2017-12-31	6477	326
mcmahon-financial-advisors-llc-1045733	2017-12-31	6461	6461
summit-financial-strategies-inc-957660	2017-12-31	6459	-413
jacobson--schmitt-advisors-llc-956102	2017-12-31	6442	0
impala-asset-management-llc-664382	2017-12-31	6403	6403
stanley-laman-group-ltd-930844	2017-12-31	6396	-79
advanced-asset-management-advisors-inc-200251	2017-12-31	6382	6382
paragon-capital-management-llc-734192	2017-12-31	6354	253
trellis-advisors-llc-1042541	2017-12-31	6337	6337
capital-advisors-ltd-llc-925399	2017-12-31	6327	-12
aua-capital-management-llc-1025028	2017-12-31	6318	0
blankinship--foster-llc-1025509	2017-12-31	6318	-49
capital-insight-partners-llc-985844	2017-12-31	6292	293
harel-insurance-investments--financial-services-ltd-777501	2017-12-31	6258	-2730
penserra-capital-management-llc-986258	2017-12-31	6220	797
sta-wealth-management-llc-927744	2017-12-31	6217	92
kendall-capital-management-1045747	2017-12-31	6195	6195
lexaurum-advisors-llc-1045072	2017-12-31	6191	6191
bogart-wealth-llc-1031725	2017-12-31	6153	1474
mitchell-sinkler--starrpa-62023	2017-12-31	6102	30
srs-capital-advisors-inc-1015595	2017-12-31	6083	-76
johnson-financial-group-llc-1022858	2017-12-31	6066	-1096
smith-shellnut-wilson-llc-adv-206742	2017-12-31	6050	-38
retirement-income-solutions-inc-1044639	2017-12-31	6045	6045
knights-of-columbus-asset-advisors-llc-1008223	2017-12-31	6000	52
harvest-capital-management-inc-73975	2017-12-31	5997	-150
weatherstone-capital-management-873515	2017-12-31	5997	607
private-harbour-investment-management--counsel-llc-827997	2017-12-31	5978	0
lbmc-investment-advisors-llc-874015	2017-12-31	5977	-37
veritas-investment-management-llp-908597	2017-12-31	5972	0
needelman-asset-management-inc-47626	2018-03-31	5956	-50
elefante-mark-b-986946	2017-12-31	5939	1395
alesco-advisors-llc-617716	2017-12-31	5934	-20
investment-partners-ltd-oh----------------------------adv-176668	2017-12-31	5912	713
live-your-vision-llc-822079	2017-12-31	5874	-2060
cgov-asset-management-1006925	2018-03-31	5842	1415
chilton-investment-co-llc-679332	2017-12-31	5785	-1075
graham-capital-management-lp-699018	2017-12-31	5776	5776
brasada-capital-management-lp-981312	2017-12-31	5755	5755
sandhill-capital-partners-llc-887863	2017-12-31	5704	287
ruggie-capital-group-957218	2018-03-31	5697	273
america-first-investment-advisors-llc-664544	2017-12-31	5694	0
elgethun-capital-management-961554	2017-12-31	5678	-58
first-bank--trust-1013037	2017-12-31	5653	-752
thomas-story--son-llc-847569	2017-12-31	5650	0
members-trust-co-1001419	2017-12-31	5632	277
sym-financial-corporation-180961	2017-12-31	5588	5588
personal-resources-investment--strategic-management-inc-1045317	2017-12-31	5585	5585
gould-asset-management-llc-ca-216626	2017-12-31	5564	-1425
jackson-grant-investment-advisers-inc-1000739	2017-12-31	5553	82
alphastar-capital-management-llc-960948	2017-12-31	5516	-530
epstein--white-financial-llc-1043839	2017-12-31	5455	5455
founders-capital-management-llc-923911	2018-03-31	5447	519
pds-planning-inc-198306	2017-12-31	5418	5418
reik--co-llc-733954	2017-12-31	5411	640
shine-investment-advisory-services-inc-207109	2017-12-31	5389	-19
sapphire-star-partners-lp-970163	2017-12-31	5375	-3000
cedar-capital-llc-986948	2017-12-31	5374	1455
bennicas--associates-inc-63116	2017-12-31	5324	-314
biegel--waller-llc-186587	2018-03-31	5281	149
bell-bank-69752	2017-12-31	5240	-189
td-capital-management-llc-821382	2017-12-31	5233	182
baxter-bros-inc-69800	2017-12-31	5216	-484
etf-managers-group-llc-969473	2017-12-31	5207	2040
midwest-professional-planners-ltd-1045341	2017-12-31	5181	5181
mainstay-capital-management-llc-adv-173622	2017-12-31	5175	5175
wealthshield-llc-1045622	2017-12-31	5130	5130
opus-capital-group-llc-677188	2017-12-31	5124	30
systematic-financial-management-lp-67197	2017-12-31	5100	0
madrona-financial-services-llc-957429	2017-12-31	5027	368
sippican-capital-advisors-949564	2017-12-31	5001	-96
fosun-international-ltd-790320	2017-12-31	5000	5000
weybosset-research--management-llc-662767	2017-12-31	4994	3150
rainey--randall-investment-management-inc-1045266	2018-03-31	4986	25
biltmore-wealth-management-llc-957363	2017-12-31	4970	4970
centerpoint-advisors-llc-1048241	2017-12-31	4960	4960
barton-investment-management-734993	2017-12-31	4935	-50
strategy-asset-managers-llc-97518	2017-12-31	4934	0
high-pointe-capital-management-llc-622298	2017-12-31	4899	-4954
reinhart-partners-inc-65732	2017-12-31	4896	1522
verus-financial-partners-inc-820295	2017-12-31	4894	-94
ashburton-jersey-ltd-986685	2017-12-31	4875	-150
guidant-wealth-advisors-1007834	2017-12-31	4829	800
omnistar-financial-group-inc-1048132	2017-12-31	4827	4827
cidel-asset-management-inc-957960	2017-12-31	4818	70
aspen-investment-management-inc-874195	2017-12-31	4802	75
noven-financial-group-inc-926284	2017-12-31	4799	4
grubman-wealth-management-924081	2018-03-31	4797	-943
groesbeck-investment-management-corp-nj-62667	2017-12-31	4791	0
hms-capital-management-llc-1007937	2017-12-31	4767	36
